Id,timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51,rul
asset001,10/07/2018 10:00,2.50081,45.52951,51.25867844,46.18055,635.4166,84.24039,14.18547,16.2037,15.29224,15.08247,48.46494,52.85031,39.74059,2.201255,420.2733,464.145,462.7788,2.535947,667.1067,400.7915,887.9974,536.0388,1095.682,630.2345,753.2793,952.7473,540.811,1058.825,544.9335,687.963,961.4583,974.199,533.3582,344.0887,509.7397,812.2305,55.30148,57.8125,39.32291,59.63541,36.71875,34.89583,40.88541,37.61574173,47.74306,49.18982,43.40278,129.3403,65.10416,220.4861,364
asset001,10/07/2018 11:00,2.50081,45.3125,50.99826,46.18055,636.9213,85.04264,14.19271,16.16753,15.14757,15.08247,44.7638,49.44344,32.52964,2.366672,420.0867,459.9961,461.2431,2.531591,664.4004,398.8654,881.9001,532.5627,1090.192,626.3722,746.3016,948.0655,507.5888,1041.402,553.6435,662.963,1086.458,968.0882,522.9413,361.7742,518.4294,834.6283,60.37828,51.82291,39.58333,63.80208,36.45833,35.15625,47.39583,37.61574,45.42824,52.08333,40.78927674,114.8727,51.79398,187.7894,363
asset001,10/07/2018 12:00,2.505729,45.13889,50.43402,46.3107605,635.0695,84.03951,14.17101,16.2037,15.18374,15.06076,46.35049,53.29659,34.71658,2.400415,420.6853,463.3385,455.723,2.466571,663.515,399.6098,881.8354,532.4329,1090.63,627.3132,746.7117,946.5454,508.8062,1042.864,536.8451,719.4445,1031.771,965.1763,506.8484,363.9537,513.0488,836.5461,65.02804,43.22916,38.80208,67.96875,32.8125,36.45833,44.79166,39.0625,39.35185,41.66667,40.79861069,182.2917,59.31713104,201.3889,362
asset001,10/07/2018 13:00,2.509664,44.96527,50.39062119,45.52951,635.1852,85.06209,14.03356,16.12413,15.22714,15.12587,46.5273,49.81277,35.64584,2.380698,419.8236,462.9492,452.2417,2.42225,662.0521,397.7683,879.3312,531.6837,1089.43,624.0866,742.7769,944.5765,523.262,1050.943,520.8671,678.7037,1033.333,986.7734,534.8005,363.0719,511.4731,840.8711,47.65741,63.80208,45.57291,53.125,39.0625,37.5,40.625,39.35185,41.08796,56.71296,41.95602,140.3356,58.15972,203.7037,361
asset001,10/07/2018 14:00,2.509664,44.96527,50.34722,44.35764,632.4073,90.72382,14.03356,16.1603,14.90885,15.11863,48.2113,52.12283,35.55007,2.250803,421.8894,461.3652,465.8856,2.575757,662.9792,399.4702,877.9358,533.2436,1089.769,628.7224,751.433,950.5537,491.1732,1055.431,568.5314,673.1481,940.1041,972.13,529.0092,371.3032,533.0434,840.4359,74.44498,58.59375,44.27083,65.625,38.80208,37.76041,41.92708,41.95602,47.4537,59.02778,44.84954,189.8148,56.42361,211.5162,360
asset001,10/07/2018 15:00,2.508681,44.79166,50.39062,44.09722137,620.7175,86.97938,14.0625,16.2037,15.11863,15.08247,45.69503,49.37926,36.33527,1.986374,419.9622,464.2063,456.5785,2.472613,664.2951,397.9455,878.6481,533.5345,1088.038,625.2022,747.0971,945.7588,493.0529,1043.528,560.8129,680.5555,970.8333,931.0476,504.126,375.1506,560.6413,857.0527,85.73338,60.15625,43.48958,80.46875,42.1875,37.76041,45.57291,39.6412,42.24536896,46.00694,41.95602,118.9236,57.00232,189.8148,359
asset001,10/07/2018 16:00,2.503762,44.87847,50.34722,44.44444,632.4074,76.28736,14.17101,16.2037,14.96672,15.12587,46.83443,51.87486,36.69561,1.711217,420.1076,463.0578,461.0287,2.530824,664.7322,399.6276,878.1475,533.7948,1090.251,628.2309,749.8691,951.7166,476.2114,1040.936,573.1521,675.9259,1065.104,904.2852,532.5098,366.7188,537.7441,838.5854,73.51844,50.52083,44.01041,82.29166,37.76041,40.625,47.39583,43.98148,40.21991,45.42824,49.18982,153.0671,59.89583,229.1667,358
asset001,10/07/2018 17:00,2.503762,44.7482605,50.43402,44.09722,627.1991,78.3789,14.0842,16.16753,15.11863,15.08247,47.38229,47.77247,35.15297,1.315219,419.7341,460.9365,455.8586,2.481779,665.8179,399.0349,884.5004,534.8048,1094.106,630.2174,750.3071,947.0787,503.6607,1049.678,550.3299,694.9074,1015.104,968.4003,518.7794,339.6488,491.1626,815.3863,58.37394,53.125,36.97916,66.40625,36.45833,35.41666412,42.98555103,40.2292398,40.21991,51.21528,46.0162767,146.412,54.1088,229.7454,357
asset001,10/07/2018 18:00,2.504745,44.74826,50.65103912,44.44444,633.2176,82.83205,13.96123,16.16753,14.76418,15.08247,45.5874,51.15036,34.98786,19.99696,419.5863,468.8081,459.8586,2.507074,668.3346,399.8587,879.877,535.3887,1093.492,632.3518,751.3048,948.5494,511.1432,1040.774,552.0867,695.3704,1013.542,944.7945,517.1213,350.0677,509.9968,825.2795,58.27932,64.84375,35.15625,65.625,39.32291,35.67708206,41.40625,38.19444,45.13889,46.58564758,42.24537,172.1644,55.2662,185.1852,356
asset001,10/07/2018 19:00,2.508681,44.74826,50.73785,45.09548569,628.7037,85.24971,14.12037,16.21094,15.22714,15.11863,42.94612,50.60822,32.83728,17.7015,418.7968,459.1447,464.4749,2.553459,662.1975,399.2344,886.5672,532.273,1089.644,623.6166,746.2751,948.2187,506.1719,1050.438,560.4184,681.4814,1037.5,932.7203,499.2526,381.4476,586.5147,856.5614,72.94032,56.51041,41.66666,66.66666,35.67708,35.67708,41.40625,46.58565,40.50925827,43.11343,41.66667,142.9398,61.34259,194.4444,355
asset001,10/07/2018 20:00,2.509664,44.57465,50.65104,45.3125,625.8102,90.21699,14.09867,16.16753,15.18374,15.05353,43.7794,48.21406,32.77734,17.53114,420.0076,463.563,459.9301,2.511235,666.6798,398.6661,880.0581,534.3569,1092.282,629.0869,750.817,950.9195,518.788,1054.784,581.0724,649.074,963.0208,939.7448,527.6594,378.1357,559.9164,836.1443,27.27649,51.04166,38.80208,72.65625,34.11458,34.89583,42.1875,40.21991,43.98148,43.12276016,41.0879631,248.8426,61.9213,212.6736,354
asset001,10/07/2018 21:00,2.512616,44.22743,50.43402,45.18229,618.9814,87.56135,14.24334,16.21094,15.29224,15.08247,48.33783,51.16953,32.04704,18.48644,420.5408,464.4586,448.9652,2.405133,666.3007,399.9874,886.7125,532.3171,1092.511,627.9033,746.2816,948.5207,496.6661,1048.11,592.1042,695.3704,963.5416,974.3115,510.7642,379.1279,537.5493,848.1266,55.34146,51.82291,31.51042,62.76041,34.11458,32.8125,40.10416,40.21991,37.90509,42.24537,40.79861,168.4028,52.08333,185.1852,353
asset001,10/07/2018 22:00,2.504745,43.61979,49.95659637,43.92361069,635.9954,79.23708,14.19271,16.21094,15.22714,15.16204,46.22971,48.02022,32.48722,18.35822,421.2532,462.5412,460.2982,2.527931,665.3401,400.3715,881.9835,534.622,1092.749,628.0752,749.1168,951.7813,528.1759,1057.738,569.3788,687.037,1035.938,944.5536,526.9599,366.4562,545.8398,849.2448,66.91664,51.30208,35.41666,58.33333,34.89583,32.29166,36.71875,33.85416794,35.30092621,44.84954,37.90509,176.794,48.90046,186.6319,352
asset001,10/07/2018 23:00,2.502778,43.01215,49.34896,43.70659637,631.4814,83.47969,14.13484,16.23987,15.07523,15.16204,47.05346,51.04816,32.85879,5.359524,420.423,462.7832,466.5823,2.581945,668.4254,399.8094,879.4446,532.9962,1092.474,628.6245,752.7057,950.8304,554.3571,1046.304,552.5437,705.5555,1049.479,948.5717,494.7016,364.1385,539.8882,907.9576,60.04141,57.8125,32.8125,73.4375,30.46875,30.20833206,40.625,34.72222,33.27546,37.32639,36.74768,179.3981,48.90046,181.4236,351
asset001,11/07/2018 0:00,2.504745,42.75174,49.13194275,43.83680344,635.1852,79.75819,14.17101,16.19647,14.84375,15.16204,48.87437,49.27266,33.13549,3.440201,420.2296,462.1506,466.6272,2.568908,664.572,399.3568,878.2376,532.8654,1090.513,628.1658,746.4993,948.4615,520.0287,1044.149,585.4993,646.7593,973.9583,937.3245,528.1747,367.0201,529.0229,892.8555,8.537399,51.30208,34.11458,57.03125,35.41666,32.8125,36.45833,36.45833,32.98611069,43.40278,49.47917,138.8889,47.74306,207.1759,350
asset001,11/07/2018 1:00,2.504745,42.96875,49.13194275,44.09722137,632.4074,79.46349,14.09867,16.0735,15.14757,15.0897,45.78673,46.82477,31.49627,3.089336,421.1239,461.0114,459.6589,2.503649,667.6419,399.0004,883.2537,532.9799,1091.531,629.923,751.5807,952.9368,526.3618,1054.292,559.2563,694.4445,1010.937,953.2216,529.1047,311.7247,481.4585,861.7242,43.42235,47.39583,37.76041,51.30208,32.8125,31.25,35.15625,34.43287,34.72222137,39.0625,40.52792617,98.37963,56.71296,244.5023,349
asset001,11/07/2018 2:00,2.508681,43.18576,49.04514,44.09722137,640.0463,86.2093,14.26505,16.0735,15.07523,15.08247,47.18739,49.44343,35.03685,4.062936,420.0606,460.0419,466.3466,2.596521,665.3054,399.6334,877.4446,533.0463,1088.93,630.1595,751.9304,950.881,522.2316,1045.944,548.344,674.537,1020.312,967.168,518.9232,337.2969,500.8212,858.5813,17.86032,41.92708,30.98958,101.8229,28.90625,30.46875,45.3125,43.11343,33.85417,42.24537,35.01157,140.625,53.53009,184.3824611,348
asset001,11/07/2018 3:00,2.512616,43.22916,49.0451355,44.31423569,625.2314,84.02318,14.09867,16.03009,15.41522,15.08247,48.28853,51.35803,34.16221,4.28407,419.1166,461.9804,462.8452,2.54499,666.9172,398.95,876.8124,534.9833,1088.269,630.2533,753.5984,953.1098,540.8881,1049.746,582.1043,678.2407,951.0416,962.0508,526.4565,343.3023,497.3772,857.2604,20.88939,45.57291,34.375,53.90625,28.90624809,30.98958,36.45833,33.56481552,32.40740585,39.6412,39.0625,201.3889,53.53009,193.5764,347
asset001,11/07/2018 4:00,2.505729,43.22916,49.00173569,44.53125,636.6898,80.64815,14.02633,16.03009,15.29224,15.08247,49.12037,50.88725,35.25076,3.787067,419.2061,464.6727,465.5274,2.553845,666.61,398.7166,882.741,535.4454,1091.605,628.2107,745.332,947.0449,490.1505,1052.106,534.8167,694.4445,1060.938,933.4406,508.7723,356.8865,527.528,888.1204,13.88735,42.96875,39.32291,82.03125,30.98958206,32.55208,45.3125,35.01157379,32.98611,36.16898,37.90509415,178.2407,50.34722,179.1088,346
asset001,11/07/2018 5:00,2.50081,43.27257,48.78472137,44.57464981,623.2639,79.23372,14.24334,16.03733,15.53096,15.08247,49.56131,51.56378,32.33252,3.201747,420.6059,463.4635,462.6774,2.537699,664.9274,399.2897,882.4144,534.5768,1091.692,628.1182,749.9518,948.5459,523.9288,1047.781,566.6613,669.9074,1036.458,957.3227,520.3987,364.4211,531.2984,869.814,18.66263,47.13541,29.6875,84.89583,31.25,30.20833,47.39583,35.01157379,33.2754631,36.16898,37.61574,200.8102,49.76851654,175.6366,345
asset001,11/07/2018 6:00,2.503762,43.35938,48.56770706,44.7482605,631.4814,80.34872,13.86719,16.06626,15.26331,15.08247,45.75797,46.93803,34.48532,3.915394,419.2079,463.0948,466.5416,2.594139,666.6398,399.6477,885.6176,535.5641,1091.81,631.1487,750.9338,953.0249,536.497,1039.134,598.6566,704.1666,943.2291,998.5513,531.444,353.7155,517.2892,855.1039,19.73684,52.08333,38.80208,55.72916,33.07291,32.29166,35.41666,36.74768448,33.27546,34.72222,35.87963104,157.9861,51.79398,184.8958,344
asset001,11/07/2018 7:00,2.507697,43.48958,48.65451,44.87847137,626.8518,82.65028,13.90336,16.03733,15.26331,15.05353,43.9577,44.72183,33.37371,2.30854,420.1804,463.0567,468.7173,2.605754,662.2784,398.873,881.2866,531.9091,1092.317,625.6285,743.9948,946.9167,505.7506,1032.387,541.0615,662.5,1041.667,975.9685,535.9567,371.6702,533.2005,869.3122,12.81703,52.60416,35.41666,55.98958,34.11458,31.51041603,35.67708,35.87963,33.2754631,37.32639,39.6412,120.081,55.2662,219.6181,343
asset001,11/07/2018 8:00,2.510648,43.7066,49.00174,45.18228912,628.8195,83.36665,14.53993,16.47135,15.61777,15.05353,51.28629,49.86083,37.69109,2.934981,420.6542,461.9108,456.61,2.467927,664.6905,398.5902,879.8149,531.9075,1090.265,628.1094,750.3646,951.139,518.8971,1045.367,567.476,675.463,1064.583,968.1547,521.7998,368.9326,536.5331,867.5386,8.320147,50.78125,36.45833,56.25,35.15625,34.11458,38.02083,35.01157379,35.01157,39.35185,39.0625,166.088,52.66204,233.5069,342
asset001,11/07/2018 9:00,2.510648,44.22743,49.21875,45.22569275,635.3009,74.80964,14.33015,16.42072,15.61777,15.16927,51.40434,47.77627,34.92037,4.888439,421.3332,463.1346,455.2054,2.453211,665.7507,398.9067,886.0493,533.2032,1092.053,630.3475,749.9258,953.9509,580.6744,1079.647,587.077,680.5555,971.8749,973.0074,532.1203,358.2393,508.5134,868.3999,26.50532,48.69791,47.13541,69.53125,36.97916,36.71875,46.875,49.76852,39.35185,43.69213,51.21528,234.375,60.76389,271.9908,341
asset001,11/07/2018 10:00,2.510648,44.35764,49.30555,45.57291412,628.125,73.47377,13.86719,16.12413,15.18374,15.0897,51.58506,49.13522,36.24977,4.450166,420.3771,465.4061,465.1174,2.581157,666.05,398.8503,880.8508,533.3187,1091.947,629.0476,743.2985,948.5481,530.1,1069.606,555.147,693.9814,968.2291,930.9748,514.145,363.6846,553.2244,867.4099,55.05753,56.51041,33.85416,54.6875,36.97916,35.15625,40.88541,38.19444,60.76389,57.87037,43.11343,202.2569,72.91666,247.6852,340
asset001,11/07/2018 11:00,2.503762,44.27083,49.78299,45.22569275,617.4768,78.29915,13.83102,16.16753,14.90885,15.16204,52.32978,50.18526,33.54797,2.724772,420.3194,464.8534,473.5666,2.657129,666.7873,399.2469,881.6713,535.5281,1088.68,631.1685,750.7294,951.6901,521.0357,1040.514,564.1032,682.4074,1021.875,952.4028,520.5013,364.4304,522.8288,873.5951,34.57206,48.17708,36.71875,78.64583,36.19791,36.45833,45.83333,41.66667,39.6412,50.92593,48.90046,270.544,76.96759,228.2986,339
asset001,11/07/2018 12:00,2.50081,44.31424,50,45.44271,622.5695,80.40824,13.88165,16.21094,15.56713,15.16204,44.39788,49.30555,35.90092,3.082708,419.4856,462.7181,474.6949,2.658417,666.9542,399.8021,879.7963,535.4316,1086.666,630.4838,751.2928,950.3582,530.2084,1059.052,568.382,678.7037,956.7708,934.6558,520.0367,375.0608,538.2857,891.9221,62.79232,51.30208,46.09375,66.92708,37.76041,36.97916,40.625,45.13889,37.61574,44.56018,43.11343,169.5602,69.44444,260.706,338
asset001,11/07/2018 13:00,2.50081,44.22743,50.13021,45.13889,643.1713,79.41662,13.84549,16.21094,15.03906,15.05353,43.19306,42.46097,32.96625,2.961736,421.471,463.1471,464.1534,2.566992,666.3182,400.0991,879.8629,531.8904,1088.476,625.2577,746.2944,949.0306,501.622,1039.591,563.2646,662.037,1020.312,938.4028,518.7688,356.6501,511.4531,876.0024,47.67456,46.09375,35.15625,85.67708,34.11458,35.15625,47.39583,45.13889,38.77314758,43.98147964,40.50926,157.4074,67.70833588,189.8148,337
asset001,11/07/2018 14:00,2.510648,44.05382,50.13020706,44.57464981,632.6389,80.93517,14.02633,16.16753,15.03906,15.16204,45.47128,47.52684,33.01117,2.764194,419.7522,464.0806,459.2837,2.49766,664.4882,398.9502,882.2512,534.678,1091.723,629.433,747.7047,952.7032,532.0364,1053.749,564.6277,681.0185,995.3124,976.3471,521.3639,365.0002,527.3251,877.528,58.10096,61.45833,42.1875,72.13541,42.1875,36.45833206,41.92708,39.35185,37.90509,39.35185,46.00694,129.919,54.1088,195.8912,336
asset001,11/07/2018 15:00,2.512616,43.79339981,50.21701,44.66145706,640.7407,87.29755,14.02633,16.21094,15.53096,15.16204,49.64954,47.42609,34.75694,3.124958,419.303,462.9128,463.5675,2.568136,667.8981,399.9937,879.2914,533.0815,1090.885,627.6382,747.8517,951.418,514.4155,1047.429,544.6731,689.3519,1009.896,958.537,514.5316,367.1145,530.6627,882.5421,43.24422,46.09375,36.19791,88.80208,33.07291,34.89583,46.09375,40.21991,37.32638931,40.21990585,40.79861069,178.2407,58.44907,195.3125,335
asset001,11/07/2018 16:00,2.508681,43.48958,50.34722,44.48784637,633.7963,85.11214,14.0842,16.13136,15.81308,15.11863,49.0622,55.37984,39.07836,3.163474,419.4805,464.372,463.4993,2.563148,666.9111,399.6953,879.3665,535.3991,1091.543,630.543,749.8973,952.2843,527.6586,1050.417,541.6123,708.3333,1092.188,930.6419,509.9983,349.7939,513.4962,854.1743,44.43928,48.17708,36.19791,117.7083,34.11458,34.89583,57.8125,41.66667,37.32638931,41.08796,41.0879631,265.9143,57.00231552,182.2917,334
asset001,11/07/2018 17:00,2.505729,43.44617844,50.21701,43.83680344,638.4259,87.18021,13.79485,16.06626,15.45139,15.16204,46.8441,54.12357,33.23608,3.169084,418.8621,463.8022,462.9188,2.550974,667.749,399.1393,882.5884,536.3026,1092.236,629.6144,753.0364,946.4767,504.7967,1047.427,551.8572,645.8333,1081.771,968.4355,516.4531,346.1178,493.9148,848.5166,33.22815,52.60416,46.875,69.27083,34.375,36.45833206,45.57291,40.50925827,38.77315,44.56018,40.79861069,160.8796,52.6620369,199.9421,333
asset001,11/07/2018 18:00,2.499826,43.44618,50.0868,44.01041412,638.1945,79.93253,13.96123,16.03733,15.61777,15.19821,49.30615,53.91077,35.67928,2.94809,421.254,463.5655,462.391,2.543667,667.4287,399.712,884.4619,532.8456,1091.832,628.6508,751.0628,953.7851,507.0873,1049.207,552.6638,694.9074,1021.875,962.0283,503.3996,336.997,485.4869,855.3973,58.66266,56.25,42.1875,64.0625,37.5,35.67708206,41.66666,36.45833206,36.74768,40.50926,40.79861069,178.5301,59.89583,197.9167,332
asset001,11/07/2018 19:00,2.499826,43.27257,49.91319,44.53125,645.9491,79.24696,14.17101,16.13136,15.26331,15.08247,43.51105,50.04514,35.25599,2.974344,419.9838,462.0742,457.794,2.468831,665.9793,399.7207,875.5519,534.1218,1093.332,625.9969,749.8129,950.085,521.7946,1052.629,571.8064,677.7778,981.2499,964.1344,527.7218,346.7114,502.4473,852.0466,46.37461,48.4375,47.13541,67.70833,34.89583,35.67708206,42.96875,54.6875,46.875,57.00232,46.875,107.3495,74.94213,249.1319,331
asset001,11/07/2018 20:00,2.504745,43.1857605,49.69618,44.66146,632.1759,82.2783,14.12037,16.12413,15.41522,15.08247,46.40663,50.60533,35.52121,2.509911,421.4925,465.5524,451.5486,2.432326,668.1448,400.1074,879.8564,534.3738,1089.771,626.048,748.5223,951.1722,514.8752,1042.433,565.0998,686.1111,1010.937,962.2017,533.8232,367.8943,538.6561,880.3007,63.37775,49.47916412,39.0625,79.42708,33.59375,34.89583,44.53125,48.90046,41.95602,50.63657,43.98148,143.5185,60.4745369,187.2106,330
asset001,11/07/2018 21:00,2.510648,43.14236069,49.52257,44.70486069,625.5787,82.05275,14.17101,16.12413,15.45139,15.08247,52.38767,52.21751,34.56063,2.643794,420.6367,461.2272,462.3256,2.528054,666.0309,400.6119,880.1617,532.2462,1093.582,628.2478,751.7774,952.1987,529.0032,1063.238,535.963,700,932.2916,945.2523,523.7967,363.9377,525.1412,851.6334,74.48932,59.89583,34.375,68.75,37.5,33.85416412,42.70833,40.21991,37.32638931,43.40278,43.40278,247.3958,61.34259,199.3634,329
asset001,11/07/2018 22:00,2.510648,43.01215,49.4357605,44.70486,635.0695,83.66335,14.24334,16.13136,15.49479,15.05353,47.64792,52.95282,34.64575,2.761151,420.0081,467.2055,460.062,2.506542,667.4555,400.2739,873.9139,533.9227,1091.192,629.2952,749.2687,947.7744,519.4072,1038.082,556.0027,681.0185,992.7083,971.2544,522.9776,366.3334,543.9597,875.6721,56.55575,47.39583,38.02083,73.95833,31.51042,34.11458,43.22916,36.45833,36.16898,41.95602,41.95602,231.7708,56.7129631,201.0995,328
asset001,11/07/2018 23:00,2.507697,42.83854,49.47916,44.44444275,639.4676,77.6525,14.15654,16.2037,15.56713,15.05353,54.29965,52.64598,33.45375,2.589877,419.8607,463.9935,466.0105,2.590705,665.6652,401.5977,878.4126,534.6473,1091.978,628.5873,748.494,950.4399,504.9354,1041.801,554.1497,661.574,1050,952.3492,537.4233,352.2598,521.0794,873.6577,32.37512,65.10416,44.27083,83.85416,41.66666,36.97916412,43.48958,55.55556,37.32638931,47.74306,66.55093,197.338,72.33796,280.382,327
asset001,12/07/2018 0:00,2.497859,43.14236,49.47916412,44.31424,645.1389,77.56878,14.15654,16.0735,15.26331,15.08247,45.91784,51.3462,34.34044,1.818715,420.4178,461.9424,463.8213,2.541569,667.4284,399.9445,884.2758,533.1182,1093.429,633.1376,753.0462,951.687,535.2009,1066.519,565.5662,689.8148,1029.167,983.2062,511.5641,333.1112,497.9445,860.0681,79.81973,54.42708,33.85416,73.4375,36.71875,33.85416,42.1875,51.79398,37.61574,42.53472,48.03241,123.5532,78.41435,292.8241,326
asset001,12/07/2018 1:00,2.503762,43.359375,49.34895706,44.44444275,624.0741,64.1254,14.46036,16.29051,15.65393,15.08247,48.84953,52.70746,40.07062,2.392061,419.3867,462.7261,476.3445,2.687001,665.6523,398.4922,879.8659,533.6366,1090.72,625.8566,750.3281,948.4717,509.8198,1055.117,556.4669,672.2222,951.0416,960.0214,516.8641,352.1013,532.8104,890.306,50.12111,53.64583,37.76041,71.35416,37.5,34.89583,44.27083,59.02778,70.02315,76.38889,57.58102,270.8333,61.05324,216.1458,325
